Tiempo_Ejecucion(H:M:S),Riesgo_De_Accidente,Nombre_Vehiculo,Distancia,Posicion,Del,Vehiculo,Velocidad_Vehiculo,Posicion,De_La,Bicicleta,Velocidad_Bicicleta
,,,,X,Y,Z,,X,Y,Z,
00:00:14.4946266,Bajo,SmallSedanGreen2(Clone)3,4.4174,686.33,7.29,606.10,0.00,685.97,7.00,611.07,7.30
00:00:14.5083542,Bajo,SmallSedanGreen2(Clone)3,4.3315,686.33,7.29,606.10,0.00,686.05,7.00,610.94,7.32
00:00:14.5178173,Bajo,SmallSedanGreen2(Clone)3,4.2690,686.33,7.29,606.10,0.00,686.05,7.00,610.94,7.32
00:00:14.5275751,Bajo,SmallSedanGreen2(Clone)3,4.2150,686.33,7.29,606.10,0.00,686.13,6.99,610.82,7.33
00:00:14.5368452,Bajo,SmallSedanGreen2(Clone)3,4.1549,686.33,7.29,606.10,0.00,686.13,6.99,610.82,7.33
00:00:14.5471742,Bajo,SmallSedanGreen2(Clone)3,4.0982,686.33,7.29,606.10,0.00,686.22,6.99,610.70,7.35
00:00:14.5562808,Bajo,SmallSedanGreen2(Clone)3,4.0389,686.33,7.29,606.10,0.00,686.22,6.99,610.70,7.35
00:00:14.5747696,Bajo,SmallSedanGreen2(Clone)3,3.9359,686.33,7.29,606.10,0.00,686.30,6.98,610.58,7.37
00:00:14.5853285,Bajo,SmallSedanGreen2(Clone)3,3.8665,686.33,7.29,606.10,0.00,686.30,6.98,610.58,7.37
00:00:14.5957228,Bajo,SmallSedanGreen2(Clone)3,3.8100,686.33,7.29,606.10,0.00,686.38,6.98,610.45,7.38
00:00:14.6054426,Bajo,SmallSedanGreen2(Clone)3,3.7474,686.33,7.29,606.10,0.00,686.38,6.98,610.45,7.38
00:00:14.6152718,Bajo,SmallSedanGreen2(Clone)3,3.6943,686.33,7.29,606.10,0.00,686.46,6.97,610.33,7.40
00:00:14.6247031,Bajo,SmallSedanGreen2(Clone)3,3.6335,686.33,7.29,606.10,0.00,686.46,6.97,610.33,7.40
00:00:14.6345173,Bajo,SmallSedanGreen2(Clone)3,3.5807,686.33,7.29,606.10,0.00,686.54,6.97,610.21,7.42
00:00:14.6436089,Bajo,SmallSedanGreen2(Clone)3,3.5223,686.33,7.29,606.10,0.00,686.54,6.97,610.21,7.42
00:00:14.6534668,Bajo,SmallSedanGreen2(Clone)3,3.4693,686.33,7.29,606.10,0.00,686.62,6.97,610.08,7.43
00:00:14.6627989,Bajo,SmallSedanGreen2(Clone)3,3.4098,686.33,7.29,606.10,0.00,686.62,6.97,610.08,7.43
00:00:14.6743971,Bajo,SmallSedanGreen2(Clone)3,3.3465,686.33,7.29,606.10,0.00,686.71,6.96,609.96,7.45
00:00:14.6848224,Bajo,SmallSedanGreen2(Clone)3,3.2810,686.33,7.29,606.10,0.00,686.71,6.96,609.96,7.45
00:00:14.6942589,Bajo,SmallSedanGreen2(Clone)3,3.2306,686.33,7.29,606.10,0.00,686.79,6.96,609.84,7.47
00:00:14.7032378,Bajo,SmallSedanGreen2(Clone)3,3.1738,686.33,7.29,606.10,0.00,686.79,6.96,609.84,7.47
00:00:14.7128240,Bajo,SmallSedanGreen2(Clone)3,3.1231,686.33,7.29,606.10,0.00,686.87,6.95,609.71,7.48
00:00:14.7221491,Bajo,SmallSedanGreen2(Clone)3,3.0638,686.33,7.29,606.10,0.00,686.87,6.95,609.71,7.48
00:00:14.7320429,Bajo,SmallSedanGreen2(Clone)3,3.0112,686.33,7.29,606.10,0.00,686.96,6.95,609.59,7.50
00:00:14.7416287,Bajo,SmallSedanGreen2(Clone)3,2.9511,686.33,7.29,606.10,0.00,686.96,6.95,609.59,7.50
00:00:14.7513654,Bajo,SmallSedanGreen2(Clone)3,2.8992,686.33,7.29,606.10,0.00,687.04,6.95,609.46,7.52
00:00:14.7603109,Bajo,SmallSedanGreen2(Clone)3,2.8427,686.33,7.29,606.10,0.00,687.04,6.95,609.46,7.52
00:00:14.7698294,Bajo,SmallSedanGreen2(Clone)3,2.7923,686.33,7.29,606.10,0.00,687.12,6.94,609.34,7.53
00:00:14.7785785,Bajo,SmallSedanGreen2(Clone)3,2.7377,686.33,7.29,606.10,0.00,687.12,6.94,609.34,7.53
00:00:14.7882689,Bajo,SmallSedanGreen2(Clone)3,2.6868,686.33,7.29,606.10,0.00,687.21,6.94,609.21,7.55
00:00:14.7984233,Bajo,SmallSedanGreen2(Clone)3,2.6232,686.33,7.29,606.10,0.00,687.21,6.94,609.21,7.55
00:00:14.8100555,Bajo,SmallSedanGreen2(Clone)3,2.5610,686.33,7.29,606.10,0.00,687.29,6.93,609.09,7.56
00:00:14.8202521,Alto,SmallSedanGreen2(Clone)3,2.4984,686.33,7.29,606.10,0.00,687.29,6.93,609.09,7.56
00:00:14.8309549,Alto,SmallSedanGreen2(Clone)3,2.4408,686.33,7.29,606.10,0.00,687.38,6.93,608.96,7.58
00:00:14.8416069,Alto,SmallSedanGreen2(Clone)3,2.3746,686.33,7.29,606.10,0.00,687.38,6.93,608.96,7.58
00:00:14.8527631,Alto,SmallSedanGreen2(Clone)3,2.3153,686.33,7.29,606.10,0.00,687.46,6.93,608.84,7.60
00:00:14.8632509,Alto,SmallSedanGreen2(Clone)3,2.2499,686.33,7.29,606.10,0.00,687.46,6.93,608.84,7.60
00:00:14.8752547,Alto,SmallSedanGreen2(Clone)3,2.1857,686.33,7.29,606.10,0.00,687.55,6.92,608.71,7.61
00:00:14.8855176,Alto,SmallSedanGreen2(Clone)3,2.1934,686.35,7.43,606.04,0.00,687.55,6.92,608.71,7.61
00:00:14.8974045,Alto,SmallSedanGreen2(Clone)3,2.2126,686.36,7.43,605.96,0.00,687.63,6.92,608.58,7.63
00:00:14.9085746,Alto,SmallSedanGreen2(Clone)3,2.2308,686.37,7.43,605.88,0.00,687.72,6.92,608.46,7.64
00:00:14.9192657,Alto,SmallSedanGreen2(Clone)3,2.2484,686.38,7.43,605.81,0.00,687.72,6.92,608.46,7.64
00:00:14.9303071,Alto,SmallSedanGreen2(Clone)3,2.2624,686.39,7.43,605.74,0.00,687.80,6.91,608.33,7.66
00:00:14.9399164,Alto,SmallSedanGreen2(Clone)3,2.2764,686.40,7.43,605.67,0.00,687.80,6.91,608.33,7.66
00:00:14.9509909,Alto,SmallSedanGreen2(Clone)3,2.2888,686.41,7.43,605.61,0.00,687.89,6.91,608.20,7.67
00:00:14.9603952,Alto,SmallSedanGreen2(Clone)3,2.3008,686.42,7.43,605.55,0.00,687.89,6.91,608.20,7.67
00:00:14.9705951,Alto,SmallSedanGreen2(Clone)3,2.3110,686.43,7.43,605.49,0.00,687.98,6.90,608.08,7.69
00:00:14.9796016,Alto,SmallSedanGreen2(Clone)3,2.3210,686.44,7.43,605.44,0.00,687.98,6.90,608.08,7.69
00:00:14.9897590,Alto,SmallSedanGreen2(Clone)3,2.3299,686.45,7.43,605.39,0.00,688.06,6.90,607.95,7.71
00:00:14.9998597,Alto,SmallSedanGreen2(Clone)3,2.3401,686.46,7.43,605.32,0.00,688.06,6.90,607.95,7.71
00:00:15.0101046,Alto,SmallSedanGreen2(Clone)3,2.3484,686.47,7.43,605.27,0.00,688.15,6.90,607.82,7.72
00:00:15.0194084,Alto,SmallSedanGreen2(Clone)3,2.3569,686.47,7.43,605.22,0.00,688.15,6.90,607.82,7.72
00:00:15.0379333,Alto,SmallSedanGreen2(Clone)3,2.3708,686.49,7.42,605.13,0.00,688.23,6.89,607.69,7.74
00:00:15.0487497,Alto,SmallSedanGreen2(Clone)3,2.3791,686.50,7.42,605.07,0.00,688.32,6.89,607.56,7.75
00:00:15.0580926,Alto,SmallSedanGreen2(Clone)3,2.3866,686.51,7.42,605.02,0.00,688.32,6.89,607.56,7.75
00:00:15.0767762,Alto,SmallSedanGreen2(Clone)3,2.3993,686.52,7.42,604.94,0.00,688.41,6.89,607.43,7.77
00:00:15.0892840,Alto,SmallSedanGreen2(Clone)3,2.4082,686.53,7.42,604.88,0.00,688.49,6.89,607.30,7.78
00:00:15.1004893,Alto,SmallSedanGreen2(Clone)3,2.4169,686.54,7.42,604.83,0.00,688.49,6.89,607.30,7.78
00:00:15.1111887,Alto,SmallSedanGreen2(Clone)3,2.4242,686.54,7.42,604.78,0.00,688.58,6.88,607.17,7.80
00:00:15.1219565,Alto,SmallSedanGreen2(Clone)3,2.4326,686.55,7.42,604.73,0.00,688.58,6.88,607.17,7.80
00:00:15.1332596,Alto,SmallSedanGreen2(Clone)3,2.4407,686.56,7.42,604.69,0.00,688.67,6.88,607.04,7.81
00:00:15.1479709,Alto,SmallSedanGreen2(Clone)3,2.4522,686.57,7.42,604.63,0.00,688.76,6.88,606.91,7.83
00:00:15.1596918,Alto,SmallSedanGreen2(Clone)3,2.4625,686.58,7.42,604.58,0.00,688.76,6.88,606.91,7.83
00:00:15.1715931,Alto,SmallSedanGreen2(Clone)3,2.4721,686.58,7.42,604.53,0.00,688.84,6.87,606.78,7.84
00:00:15.1820709,Alto,SmallSedanGreen2(Clone)3,2.4823,686.59,7.42,604.49,0.00,688.84,6.87,606.78,7.84
00:00:15.2001438,Alto,SmallSedanGreen2(Clone)3,2.4990,686.60,7.42,604.43,0.00,688.93,6.87,606.65,7.86
00:00:15.2113004,Bajo,SmallSedanGreen2(Clone)3,2.5105,686.61,7.42,604.38,0.00,689.02,6.87,606.52,7.87
00:00:15.2218448,Bajo,SmallSedanGreen2(Clone)3,2.5230,686.61,7.42,604.34,0.00,689.02,6.87,606.52,7.87
00:00:15.2325721,Bajo,SmallSedanGreen2(Clone)3,2.5345,686.62,7.42,604.31,0.00,689.11,6.86,606.39,7.89
00:00:15.2417244,Bajo,SmallSedanGreen2(Clone)3,2.5464,686.63,7.42,604.27,0.00,689.11,6.86,606.39,7.89
00:00:15.2609357,Bajo,SmallSedanGreen2(Clone)3,2.5696,686.64,7.42,604.21,0.00,689.19,6.86,606.26,7.90
00:00:15.2725689,Bajo,SmallSedanGreen2(Clone)3,2.5855,686.64,7.42,604.17,0.00,689.28,6.86,606.13,7.92
00:00:15.2845087,Bajo,SmallSedanGreen2(Clone)3,2.6044,686.65,7.42,604.13,0.00,689.28,6.86,606.13,7.92
00:00:15.2963182,Bajo,SmallSedanGreen2(Clone)3,2.6208,686.65,7.42,604.09,0.00,689.37,6.85,606.00,7.93
00:00:15.3079773,Bajo,SmallSedanGreen2(Clone)3,2.6391,686.66,7.42,604.06,0.00,689.45,6.85,605.86,7.95
00:00:15.3179729,Bajo,SmallSedanGreen2(Clone)3,2.6571,686.66,7.42,604.02,0.00,689.45,6.85,605.86,7.95
00:00:15.3292843,Bajo,SmallSedanGreen2(Clone)3,2.6746,686.67,7.41,603.99,0.00,689.54,6.85,605.73,7.96
00:00:15.3419353,Bajo,SmallSedanGreen2(Clone)3,2.6991,686.68,7.41,603.95,0.00,689.54,6.85,605.73,7.96
00:00:15.3419747,Bajo,OriginalSmallSedan(Clone)0,4.3958,690.70,7.21,600.76,0.00,689.54,6.85,605.73,7.96
00:00:15.3537566,Bajo,SmallSedanGreen2(Clone)3,2.7190,686.68,7.41,603.92,0.00,689.63,6.84,605.60,7.97
00:00:15.3537894,Bajo,OriginalSmallSedan(Clone)0,4.3162,690.71,7.21,600.76,0.00,689.63,6.84,605.60,7.97
00:00:15.3644191,Bajo,SmallSedanGreen2(Clone)3,2.7414,686.69,7.41,603.89,0.00,689.63,6.84,605.60,7.97
00:00:15.3644516,Bajo,OriginalSmallSedan(Clone)0,4.2337,690.73,7.21,600.76,0.00,689.63,6.84,605.60,7.97
00:00:15.3749745,Bajo,SmallSedanGreen2(Clone)3,2.7605,686.69,7.41,603.86,0.00,689.71,6.84,605.46,7.99
00:00:15.3750048,Bajo,OriginalSmallSedan(Clone)0,4.1621,690.74,7.21,600.77,0.00,689.71,6.84,605.46,7.99
00:00:15.3868732,Bajo,SmallSedanGreen2(Clone)3,2.7847,686.70,7.41,603.83,0.00,689.80,6.84,605.32,8.00
00:00:15.3869051,Bajo,OriginalSmallSedan(Clone)0,4.0760,690.75,7.21,600.77,0.00,689.80,6.84,605.32,8.00
00:00:15.3969311,Bajo,SmallSedanGreen2(Clone)3,2.8081,686.70,7.41,603.80,0.00,689.80,6.84,605.32,8.00
00:00:15.3970361,Bajo,OriginalSmallSedan(Clone)0,3.9972,690.77,7.21,600.77,0.00,689.80,6.84,605.32,8.00
00:00:15.4068673,Bajo,SmallSedanGreen2(Clone)3,2.8279,686.70,7.41,603.77,0.00,689.88,6.83,605.19,8.01
00:00:15.4068994,Bajo,OriginalSmallSedan(Clone)0,3.9305,690.78,7.21,600.77,0.00,689.88,6.83,605.19,8.01
00:00:15.4164774,Bajo,SmallSedanGreen2(Clone)3,2.8519,686.71,7.41,603.74,0.00,689.88,6.83,605.19,8.01
00:00:15.4165118,Bajo,OriginalSmallSedan(Clone)0,3.8546,690.80,7.21,600.77,0.00,689.88,6.83,605.19,8.01
00:00:15.4253987,Bajo,SmallSedanGreen2(Clone)3,2.8732,686.71,7.41,603.72,0.00,689.88,6.83,605.19,8.01
00:00:15.4254319,Bajo,OriginalSmallSedan(Clone)0,3.7896,690.81,7.21,600.78,0.00,689.88,6.83,605.19,8.01
00:00:15.4356439,Bajo,SmallSedanGreen2(Clone)3,2.8950,686.72,7.41,603.69,0.00,689.96,6.83,605.05,8.02
00:00:15.4356779,Bajo,OriginalSmallSedan(Clone)0,3.7215,690.82,7.21,600.78,0.00,689.96,6.83,605.05,8.02
00:00:15.4452594,Bajo,SmallSedanGreen2(Clone)3,2.9213,686.72,7.41,603.67,0.00,689.96,6.83,605.05,8.02
00:00:15.4452994,Bajo,OriginalSmallSedan(Clone)0,3.6455,690.84,7.21,600.78,0.00,689.96,6.83,605.05,8.02
00:00:15.4557964,Bajo,SmallSedanGreen2(Clone)3,2.9452,686.73,7.41,603.64,0.00,690.05,6.83,604.91,8.04
00:00:15.4558279,Bajo,OriginalSmallSedan(Clone)0,3.5751,690.85,7.21,600.78,0.00,690.05,6.83,604.91,8.04
00:00:15.4652927,Bajo,SmallSedanGreen2(Clone)3,2.9728,686.73,7.41,603.62,0.00,690.05,6.83,604.91,8.04
00:00:15.4653299,Bajo,OriginalSmallSedan(Clone)0,3.4995,690.87,7.21,600.79,0.00,690.05,6.83,604.91,8.04
00:00:15.4758621,Bajo,SmallSedanGreen2(Clone)3,2.9986,686.73,7.41,603.59,0.00,690.13,6.82,604.78,8.05
00:00:15.4759037,Bajo,OriginalSmallSedan(Clone)0,3.4279,690.89,7.21,600.79,0.00,690.13,6.82,604.78,8.05
00:00:15.4851531,Bajo,SmallSedanGreen2(Clone)3,3.0269,686.74,7.41,603.57,0.00,690.13,6.82,604.78,8.05
00:00:15.4851868,Bajo,OriginalSmallSedan(Clone)0,3.3544,690.90,7.21,600.79,0.00,690.13,6.82,604.78,8.05
00:00:15.4949897,Bajo,SmallSedanGreen2(Clone)3,3.0518,686.74,7.41,603.55,0.00,690.21,6.82,604.64,8.06
00:00:15.4950272,Bajo,OriginalSmallSedan(Clone)0,3.2885,690.92,7.21,600.79,0.00,690.21,6.82,604.64,8.06
00:00:15.5037601,Bajo,SmallSedanGreen2(Clone)3,3.0801,686.74,7.41,603.52,0.00,690.21,6.82,604.64,8.06
00:00:15.5037925,Bajo,OriginalSmallSedan(Clone)0,3.2182,690.94,7.21,600.79,0.00,690.21,6.82,604.64,8.06
00:00:15.5132386,Bajo,SmallSedanGreen2(Clone)3,3.1050,686.75,7.41,603.50,0.00,690.29,6.82,604.50,8.08
00:00:15.5132711,Bajo,OriginalSmallSedan(Clone)0,3.1552,690.95,7.21,600.80,0.00,690.29,6.82,604.50,8.08
00:00:15.5231869,Bajo,SmallSedanGreen2(Clone)3,3.1384,686.75,7.41,603.48,0.00,690.29,6.82,604.50,8.08
00:00:15.5232203,Bajo,OriginalSmallSedan(Clone)0,3.0761,690.97,7.21,600.80,0.00,690.29,6.82,604.50,8.08
00:00:15.5326627,Bajo,SmallSedanGreen2(Clone)3,3.1646,686.75,7.41,603.46,0.00,690.37,6.82,604.36,8.09
00:00:15.5326966,Bajo,OriginalSmallSedan(Clone)0,3.0128,690.99,7.21,600.80,0.00,690.37,6.82,604.36,8.09
00:00:15.5417359,Bajo,SmallSedanGreen2(Clone)3,3.1965,686.76,7.41,603.43,0.00,690.37,6.82,604.36,8.09
00:00:15.5417708,Bajo,OriginalSmallSedan(Clone)0,2.9401,691.00,7.21,600.80,0.00,690.37,6.82,604.36,8.09
00:00:15.5601888,Bajo,SmallSedanGreen2(Clone)3,3.2537,686.76,7.41,603.39,0.00,690.46,6.81,604.22,8.11
00:00:15.5602225,Bajo,OriginalSmallSedan(Clone)0,2.8114,691.04,7.21,600.81,0.00,690.46,6.81,604.22,8.11
00:00:15.5702409,Bajo,SmallSedanGreen2(Clone)3,3.2871,686.77,7.41,603.37,0.00,690.54,6.81,604.08,8.12
00:00:15.5702734,Bajo,OriginalSmallSedan(Clone)0,2.7375,691.06,7.21,600.81,0.00,690.54,6.81,604.08,8.12
00:00:15.5881645,Bajo,SmallSedanGreen2(Clone)3,3.3491,686.77,7.41,603.33,0.00,690.62,6.81,603.94,8.13
00:00:15.5881992,Bajo,OriginalSmallSedan(Clone)0,2.6061,691.10,7.21,600.82,0.00,690.62,6.81,603.94,8.13
00:00:15.5999323,Bajo,SmallSedanGreen2(Clone)3,3.3948,686.78,7.41,603.30,0.00,690.62,6.81,603.94,8.13
00:00:15.5999648,Bajo,OriginalSmallSedan(Clone)0,2.5132,691.12,7.21,600.82,0.00,690.62,6.81,603.94,8.13
00:00:15.6110066,Bajo,SmallSedanGreen2(Clone)3,3.4314,686.78,7.41,603.28,0.00,690.70,6.81,603.80,8.15
00:00:15.6111011,Alto,OriginalSmallSedan(Clone)0,2.4386,691.14,7.21,600.82,0.00,690.70,6.81,603.80,8.15
00:00:15.6199692,Bajo,SmallSedanGreen2(Clone)3,3.4685,686.79,7.41,603.26,0.00,690.70,6.81,603.80,8.15
00:00:15.6200023,Alto,OriginalSmallSedan(Clone)0,2.3692,691.14,7.21,600.82,0.00,690.70,6.81,603.80,8.15
00:00:15.6295975,Bajo,SmallSedanGreen2(Clone)3,3.5011,686.79,7.41,603.24,0.00,690.78,6.81,603.65,8.16
00:00:15.6296297,Alto,OriginalSmallSedan(Clone)0,2.3075,691.14,7.21,600.82,0.00,690.78,6.81,603.65,8.16
00:00:15.6383256,Bajo,SmallSedanGreen2(Clone)3,3.5385,686.79,7.41,603.22,0.00,690.78,6.81,603.65,8.16
00:00:15.6383571,Alto,OriginalSmallSedan(Clone)0,2.2398,691.14,7.21,600.82,0.00,690.78,6.81,603.65,8.16
00:00:15.6472298,Bajo,SmallSedanGreen2(Clone)3,3.5694,686.79,7.41,603.20,0.00,690.86,6.80,603.51,8.17
00:00:15.6472619,Alto,OriginalSmallSedan(Clone)0,2.1828,691.14,7.21,600.82,0.00,690.86,6.80,603.51,8.17
00:00:15.6554883,Bajo,SmallSedanGreen2(Clone)3,3.6057,686.80,7.41,603.19,0.00,690.86,6.80,603.51,8.17
00:00:15.6555315,Alto,OriginalSmallSedan(Clone)0,2.1188,691.14,7.21,600.82,0.00,690.86,6.80,603.51,8.17
00:00:15.6638684,Bajo,SmallSedanGreen2(Clone)3,3.6397,686.80,7.41,603.17,0.00,690.86,6.80,603.51,8.17
00:00:15.6639022,Alto,OriginalSmallSedan(Clone)0,2.0601,691.14,7.21,600.82,0.00,690.86,6.80,603.51,8.17
00:00:15.6725611,Bajo,SmallSedanGreen2(Clone)3,3.6699,686.80,7.41,603.15,0.00,690.94,6.80,603.37,8.18
00:00:15.6726053,Alto,OriginalSmallSedan(Clone)0,2.0067,691.14,7.21,600.82,0.00,690.94,6.80,603.37,8.18
00:00:15.6815636,Bajo,SmallSedanGreen2(Clone)3,3.7118,686.81,7.41,603.13,0.00,690.94,6.80,603.37,8.18
00:00:15.6815976,Alto,OriginalSmallSedan(Clone)0,1.9359,691.14,7.21,600.82,0.00,690.94,6.80,603.37,8.18
00:00:15.6908173,Bajo,SmallSedanGreen2(Clone)3,3.7464,686.81,7.41,603.12,0.00,691.01,6.80,603.22,8.20
00:00:15.6908521,Alto,OriginalSmallSedan(Clone)0,1.8767,691.14,7.21,600.82,0.00,691.01,6.80,603.22,8.20
00:00:15.6995172,Bajo,SmallSedanGreen2(Clone)3,3.7869,686.81,7.41,603.10,0.00,691.01,6.80,603.22,8.20
00:00:15.6995507,Alto,OriginalSmallSedan(Clone)0,1.8099,691.14,7.21,600.82,0.00,691.01,6.80,603.22,8.20
00:00:15.7085006,Bajo,SmallSedanGreen2(Clone)3,3.8218,686.81,7.41,603.08,0.00,691.09,6.80,603.08,8.21
00:00:15.7085341,Alto,OriginalSmallSedan(Clone)0,1.7520,691.14,7.21,600.82,0.00,691.09,6.80,603.08,8.21
00:00:15.7165055,Bajo,SmallSedanGreen2(Clone)3,3.8601,686.82,7.41,603.06,0.00,691.09,6.80,603.08,8.21
00:00:15.7165429,Alto,OriginalSmallSedan(Clone)0,1.6901,691.14,7.21,600.82,0.00,691.09,6.80,603.08,8.21
00:00:15.7247656,Bajo,SmallSedanGreen2(Clone)3,3.8969,686.82,7.41,603.05,0.00,691.09,6.80,603.08,8.21
00:00:15.7247982,Alto,OriginalSmallSedan(Clone)0,1.6316,691.14,7.21,600.82,0.00,691.09,6.80,603.08,8.21
00:00:15.7334584,Bajo,SmallSedanGreen2(Clone)3,3.9310,686.82,7.41,603.03,0.00,691.17,6.80,602.94,8.22
00:00:15.7334898,Alto,OriginalSmallSedan(Clone)0,1.5765,691.14,7.21,600.82,0.00,691.17,6.80,602.94,8.22
00:00:15.7409764,Bajo,SmallSedanGreen2(Clone)3,3.9687,686.82,7.41,603.02,0.00,691.17,6.80,602.94,8.22
00:00:15.7410081,Alto,OriginalSmallSedan(Clone)0,1.5178,691.14,7.21,600.82,0.00,691.17,6.80,602.94,8.22
00:00:15.7494416,Bajo,SmallSedanGreen2(Clone)3,4.0029,686.83,7.41,603.00,0.00,691.25,6.80,602.79,8.23
00:00:15.7494742,Alto,OriginalSmallSedan(Clone)0,1.4637,691.14,7.21,600.82,0.00,691.25,6.80,602.79,8.23
00:00:15.7576305,Bajo,SmallSedanGreen2(Clone)3,4.0444,686.83,7.41,602.99,0.00,691.25,6.80,602.79,8.23
00:00:15.7576627,Alto,OriginalSmallSedan(Clone)0,1.4000,691.14,7.21,600.82,0.00,691.25,6.80,602.79,8.23
00:00:15.7649525,Bajo,SmallSedanGreen2(Clone)3,4.0786,686.83,7.41,602.97,0.00,691.25,6.80,602.79,8.23
